party,first_name,last_name,elected_appointed,birth_year_x,gender,race_ethnicity,religion,lgbtq,pre_election_incumbent,period,military_service,is_vet,district,state,birthday,type,senate_class,twitter,twitter_id,govtrack_id,birth_year_y,age,ideology,christian,since_first_elected,ideology_cluster,2014_2018_acs_citizen_adult_population_white,2014_2018_acs_citizen_adult_population_black,2014_2018_acs_citizen_adult_population_latino,2014_2018_acs_citizen_adult_population_asian_and_pacific_islander,2014_2018_acs_citizen_adult_population_native,2014_2018_acs_citizen_adult_population_other,2010_census_adult_population_by_race_white,2010_census_adult_population_by_race_black,2010_census_adult_population_by_race_latino,2010_census_adult_population_by_race_asian_and_pacific_islander,2010_census_adult_population_by_race_native,2010_census_adult_population_by_race_other,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_high_school_or_greater,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_hs_rank,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_bachelor's_degree_or_higher,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_ba_rank_(bachelor's_degree_share),2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_white_ba_(bachelor's_degree_or_higher_among_whites_only),2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_white_ba_rank_(bachelor's_degree_share),median_income,income_rank,white_income,white_rank,non_college_white_share,is_border,population_white_percentage,avgmaxaddown (cd),avgmaxadup (cd),providercount (cd),percentage_adv_tech (cd),avgmaxaddown (state),avgmaxadup (state),providercount (state),percentage_adv_tech (state),cd_urban_pop_ratio,total_district_population,(cd) perc_estimate_households_income_$20000_less_with_internet,"(cd) perc_estimate_households_income_$75,000_more_with_internet","(cd) perc_estimate_households_income_$75,000_more_without_internet","(cd) perc_estimate_households_income_between_$20000_$74,999_with_internet","(cd) perc_estimate_households_income_between_$20000_$74,999_without_internet",(cd) perc_estimate_households_with_internet,(cd) perc_estimate_households_with_internet_broadband_any,(cd) perc_estimate_households_without_internet,(cd) perc_households_income_$20000_less_without_internet,(state) perc_estimate_households_income_$20000_less_with_internet,"(state) perc_estimate_households_income_$75,000_more_with_internet","(state) perc_estimate_households_income_$75,000_more_without_internet","(state) perc_estimate_households_income_between_$20000_$74,999_with_internet","(state) perc_estimate_households_income_between_$20000_$74,999_without_internet",(state) perc_estimate_households_with_internet,(state) perc_estimate_households_with_internet_broadband_any,(state) perc_estimate_households_without_internet,(state) perc_households_income_$20000_less_without_internet,state_urban_pop_ratio,total_state_population,state_code,current_dollar_gdp_2021,current_dollar_gdp_2022,real_gdp_2021,real_gdp_2022,2022_nominal_gdp_per_capita,2022_real_gdp_per_capita,2021_nominal_gdp_per_capita,2021_real_gdp_per_capita
R,Debbie,Lesko,2018-01-01,1958,F,White,Christian,No,Won,116,no,No,8,AZ,1958-11-14,rep,,RepDLesko,9.960949297336524e+17,412745,1958.0,64.0,0.9138081496215684,Yes,5,Far Right,74.8,4.4,15.3,3.2,0.6,1.6,76.1,3.6,15.1,3.2,0.7,1.3,92.1,81,29.4,218,31.0,254,65813,150,66361,210,51.6,mexico_border,74.87487487487488,181.6732100895985,19.258596419631456,7.0,0.1860257469548762,113.9298487382183,8.64901422870446,6.0,0.1413091520564682,0.9687354665742608,877289.0,6.611483232844982,50.60122691787207,1.2653171189416672,34.86001306813079,4.03346927905414,92.34399531776926,92.07272321884784,7.656004682230748,2.3572182842349414,8.61917945611276,42.31431691448256,1.7327925086315488,37.2435823638093,5.952685662594089,88.42889977045874,88.17707873440462,11.571100229541264,3.885622058315627,0.8932605185085459,7152940.0,AZ,420027000000.0,458950000000.0,347656000000.0,356417000000.0,64162.0,49828.0,58721.0,48603.0
R,Rick,Crawford,2010-01-01,1966,M,White,Christian,No,Won,116,Army,Yes,1,AR,1966-01-22,rep,,RepRickCrawford,233693291.0,412400,1966.0,57.0,0.7991090556241137,Yes,13,Right Centrist,79.3,16.5,1.8,0.3,0.4,1.7,79.5,16.4,2.3,0.5,0.4,0.9,84.3,351,16.4,417,17.9,427,40980,419,44982,426,65.1,no,79.3,42.70833333333333,9.8563365012987,4.0,0.1135970457996286,64.04384777128881,13.199372051436608,4.0,0.148717203657807,0.4110646845229992,719894.0,11.397214933530764,25.75660246569476,2.835512682323139,38.507880859835744,11.8087689309395,75.9469552625562,75.66169825906127,24.053044737443795,9.408763124181156,10.35175940119595,31.06002541050393,2.5927517918548286,38.31531120962285,10.124583972048445,79.98249575340763,79.72709602132272,20.01750424659237,7.300168482689094,0.5553598645215919,3011551.0,AR,148676000000.0,165221000000.0,123347000000.0,126532000000.0,54862.0,42016.0,49369.0,40958.0
R,French,Hill,2014-01-01,1956,M,White,Christian,No,Won,116,no,No,2,AR,1956-12-05,rep,,RepFrenchHill,2953974395.0,412609,1956.0,66.0,0.679738928548085,Yes,9,Right Centrist,73.1,21.7,2.4,1.0,0.3,1.5,73.4,19.6,4.0,1.4,0.4,1.1,89.7,189,29.6,214,32.3,237,50929,329,57617,311,49.4,no,73.1,75.1108905429447,18.13587321656632,5.0,0.1949104764867124,64.04384777128881,13.199372051436608,4.0,0.148717203657807,0.700288176874462,762033.0,10.272423142592,34.94902592791966,2.1829518396570684,38.595975574717386,7.83451838005819,84.02812408149246,83.81742464522904,15.971875918507536,5.954405698792276,10.35175940119595,31.06002541050393,2.5927517918548286,38.31531120962285,10.124583972048445,79.98249575340763,79.72709602132272,20.01750424659237,7.300168482689094,0.5553598645215919,3011551.0,AR,148676000000.0,165221000000.0,123347000000.0,126532000000.0,54862.0,42016.0,49369.0,40958.0
R,Steve,Womack,2010-01-01,1957,M,White,Christian,No,Won,116,Army NG,Yes,3,AR,1957-02-18,rep,,Rep_SteveWomack,234469322.0,412402,1957.0,66.0,0.6281149178266763,Yes,13,Right Centrist,85.0,3.0,6.8,2.0,1.1,2.1,81.8,2.4,10.0,2.9,1.3,1.6,85.9,320,27.3,255,29.1,286,50554,332,52593,381,60.2,no,85.00000000000001,157.2701656182142,41.808490602398585,5.0,0.2210861724850309,64.04384777128881,13.199372051436608,4.0,0.148717203657807,0.6907806758089092,836776.0,8.743150237330928,36.202131356053776,2.605380351103135,38.23339081980382,8.980959333369462,83.39703599333114,83.17867241318852,16.602964006668856,5.016624322196259,10.35175940119595,31.06002541050393,2.5927517918548286,38.31531120962285,10.124583972048445,79.98249575340763,79.72709602132272,20.01750424659237,7.300168482689094,0.5553598645215919,3011551.0,AR,148676000000.0,165221000000.0,123347000000.0,126532000000.0,54862.0,42016.0,49369.0,40958.0
R,Bruce,Westerman,2014-01-01,1967,M,White,Christian,No,Won,116,no,No,4,AR,1967-11-18,rep,,RepWesterman,2852998461.0,412610,1967.0,55.0,0.7283357460793684,Yes,9,Right Centrist,76.1,19.1,2.5,0.5,0.7,1.2,75.4,18.3,4.0,0.6,0.6,1.0,84.7,344,16.6,416,18.0,425,40937,420,45565,425,62.4,no,76.02397602397602,56.90597456793207,12.158858618601393,4.0,0.1130524209549679,64.04384777128881,13.199372051436608,4.0,0.148717203657807,0.3823358336376324,692849.0,11.254347426436103,26.072552778788687,2.792482844783276,37.8938008606685,12.33112100758994,75.53960613348241,75.2207010658933,24.46039386651759,9.336790014144375,10.35175940119595,31.06002541050393,2.5927517918548286,38.31531120962285,10.124583972048445,79.98249575340763,79.72709602132272,20.01750424659237,7.300168482689094,0.5553598645215919,3011551.0,AR,148676000000.0,165221000000.0,123347000000.0,126532000000.0,54862.0,42016.0,49369.0,40958.0
R,Doug,LaMalfa,2012-01-01,1960,M,White,Christian,No,Won,116,no,No,1,CA,1960-07-02,rep,,RepLaMalfa,1069124515.0,412510,1960.0,63.0,0.8417651235449269,Yes,11,Far Right,81.9,1.6,9.8,2.3,1.5,2.8,82.1,1.3,9.9,2.3,1.8,2.6,90.1,165,24.4,307,26.0,338,51104,324,52934,375,60.6,mexico_border,81.981981981982,40.99131993075007,4.072357625330074,6.0,0.0764572951674585,150.49272556431956,24.70170583564929,7.0,0.194640227543219,0.5673209434328997,684268.0,10.86012649028589,38.86799765951975,2.094506207117594,36.80591530293939,6.59993068004368,86.90747276582898,86.53403945274503,13.092527234171012,4.398090347009739,7.9684311150907,52.85179548694926,1.8999435972686096,29.591997545667866,4.356560590946283,90.5801537286518,90.41222414770782,9.419846271348206,3.1633420831333137,0.9426937186941624,39536557.0,CA,3373241000000.0,3598103000000.0,2874731000000.0,2885627000000.0,91007.0,72986.0,85320.0,72711.0
Democratic,Jared,Huffman,2012-01-01,1964,M,White,Unknown,No,Won,116,no,No,2,CA,1964-02-18,rep,,RepHuffman,1071102246.0,412511,1964.0,59.0,0.2053444849517623,No,11,Left Centrist,79.9,1.6,10.2,3.5,1.8,3.0,76.2,1.7,14.1,3.6,1.9,2.5,90.6,141,41.5,69,46.4,85,72596,99,77205,122,42.8,mexico_border,79.9,52.459811733531495,12.378495828385123,6.0,0.089052319609857,150.49272556431956,24.70170583564929,7.0,0.194640227543219,0.7505909566744335,710713.0,8.155811657668538,53.33352619341214,2.0597456416635627,28.97240533884913,4.079713892073089,90.68775109478229,90.4617431899298,9.312248905217707,3.1727893714810573,7.9684311150907,52.85179548694926,1.8999435972686096,29.591997545667866,4.356560590946283,90.5801537286518,90.41222414770782,9.419846271348206,3.1633420831333137,0.9426937186941624,39536557.0,CA,3373241000000.0,3598103000000.0,2874731000000.0,2885627000000.0,91007.0,72986.0,85320.0,72711.0
Democratic,Jerry,McNerney,2006-01-01,1951,M,White,Christian,No,Won,116,no,No,9,CA,1951-06-18,rep,,,,412189,1951.0,72.0,0.2312191141210484,Yes,17,Left Centrist,43.8,10.0,28.7,14.0,0.3,3.1,42.0,8.1,32.6,14.2,0.5,2.7,80.7,389,20.2,387,25.1,353,64283,163,76677,127,32.8,mexico_border,43.84384384384384,147.30014784081183,25.801970107257,8.0,0.1810865671641791,150.49272556431956,24.70170583564929,7.0,0.194640227543219,0.9426643225085068,828159.0,7.530476439749051,49.58518730022763,1.8484149078766825,31.65544372268621,5.523036777944338,88.973754967045,88.7711074626629,11.026245032955003,3.654793347133985,7.9684311150907,52.85179548694926,1.8999435972686096,29.591997545667866,4.356560590946283,90.5801537286518,90.41222414770782,9.419846271348206,3.1633420831333137,0.9426937186941624,39536557.0,CA,3373241000000.0,3598103000000.0,2874731000000.0,2885627000000.0,91007.0,72986.0,85320.0,72711.0
Democratic,Jackie,Speier,2008-01-01,1950,F,White,Christian,No,Won,116,no,No,14,CA,1950-05-14,rep,,,,412259,1950.0,73.0,0.2136465881207913,Yes,15,Left Centrist,41.2,3.4,17.8,34.5,0.2,2.9,39.3,3.4,22.0,32.4,0.2,2.7,88.4,247,47.4,33,56.9,33,107681,10,121639,7,17.8,mexico_border,41.199999999999996,211.46943545016987,89.25804665959625,8.0,0.2664214489923994,150.49272556431956,24.70170583564929,7.0,0.194640227543219,0.9956944153211714,786886.0,4.922972882590311,69.1415916708159,1.9693377823027127,19.09105772017568,3.03463805057854,93.31502716199849,93.1556222735819,6.6849728380015305,1.6809970051202785,7.9684311150907,52.85179548694926,1.8999435972686096,29.591997545667866,4.356560590946283,90.5801537286518,90.41222414770782,9.419846271348206,3.1633420831333137,0.9426937186941624,39536557.0,CA,3373241000000.0,3598103000000.0,2874731000000.0,2885627000000.0,91007.0,72986.0,85320.0,72711.0
Democratic,Ro,Khanna,2016-01-01,1976,M,Asian,Hindu,No,Won,116,no,No,17,CA,1976-09-13,rep,,RepRoKhanna,8.162989184682598e+17,412684,1976.0,46.0,0.1400230770905131,No,7,Far Left,32.5,3.0,15.1,46.5,0.3,2.7,30.0,2.4,15.6,49.3,0.2,2.5,91.5,102,57.0,11,52.8,48,125675,2,117010,11,15.3,mexico_border,32.467532467532465,173.68948202607874,71.09758777455987,10.5,0.1296915006557172,150.49272556431956,24.70170583564929,7.0,0.194640227543219,0.9963704128912828,728183.0,4.823068759834595,75.92938201127903,1.3962584826565505,14.670472426537856,1.9045063287021788,95.56319960316009,95.42292319765149,4.436800396839918,1.1360355854811888,7.9684311150907,52.85179548694926,1.8999435972686096,29.591997545667866,4.356560590946283,90.5801537286518,90.41222414770782,9.419846271348206,3.1633420831333137,0.9426937186941624,39536557.0,CA,3373241000000.0,3598103000000.0,2874731000000.0,2885627000000.0,91007.0,72986.0,85320.0,72711.0
Democratic,T.J.,Cox,2018-01-01,1963,M,Asian,Christian,No,Lost,116,no,No,21,CA,1963-07-18,rep,,,,412755,1963.0,60.0,0.3499602668097998,Yes,5,Left Centrist,27.5,5.7,60.7,3.8,0.6,1.7,23.2,5.3,65.9,3.8,0.6,1.2,59.4,433,8.3,435,17.8,430,42155,410,59609,286,22.6,mexico_border,27.500000000000004,87.1386994118992,21.167923272798227,7.0,0.1635139997860401,150.49272556431956,24.70170583564929,7.0,0.194640227543219,0.8254984659921187,721966.0,10.149591998302796,29.33524441293808,2.228098044593007,40.5135077797153,10.508178144355504,80.13960540000724,79.99834419095619,19.860394599992755,7.124118411044246,7.9684311150907,52.85179548694926,1.8999435972686096,29.591997545667866,4.356560590946283,90.5801537286518,90.41222414770782,9.419846271348206,3.1633420831333137,0.9426937186941624,39536557.0,CA,3373241000000.0,3598103000000.0,2874731000000.0,2885627000000.0,91007.0,72986.0,85320.0,72711.0
R,Devin,Nunes,2002-01-01,1973,M,White,Christian,No,Won,116,no,No,22,CA,1973-10-01,rep,,,,400297,1973.0,49.0,0.4874594154621006,Yes,21,Centrist,49.3,3.1,37.6,7.7,0.5,1.8,48.0,2.8,39.4,7.4,0.6,1.8,81.4,384,24.9,297,32.6,231,59240,203,70990,176,33.2,mexico_border,49.3,127.95729335440832,20.398922346445826,9.0,0.2371712872295867,150.49272556431956,24.70170583564929,7.0,0.194640227543219,0.9123596555822628,791714.0,8.332035695035037,43.6222075822004,2.1137529695953368,34.82941047293925,6.8874648140384505,86.96292747200096,86.78365375017468,13.037072527999042,4.035854744365255,7.9684311150907,52.85179548694926,1.8999435972686096,29.591997545667866,4.356560590946283,90.5801537286518,90.41222414770782,9.419846271348206,3.1633420831333137,0.9426937186941624,39536557.0,CA,3373241000000.0,3598103000000.0,2874731000000.0,2885627000000.0,91007.0,72986.0,85320.0,72711.0
Democratic,Salud,Carbajal,2016-01-01,1964,M,Hispanic,Christian,No,Won,116,MC Reserve,Yes,24,CA,1964-11-18,rep,,RepCarbajal,8.161576678823731e+17,412686,1964.0,58.0,0.3166009240758993,Yes,7,Left Centrist,66.9,2.1,23.6,4.6,0.5,2.4,62.0,2.0,29.0,4.5,0.5,2.1,85.1,339,34.2,142,44.7,98,71225,105,78286,117,37.0,mexico_border,66.83316683316684,144.6416477928593,30.78944842748512,6.0,0.1820571189777088,150.49272556431956,24.70170583564929,7.0,0.194640227543219,0.8928982016259273,730661.0,7.817397425662363,52.644536119773946,1.965164248718927,30.30450804038084,4.128535978197177,91.02324611942,90.76644158581716,8.976753880579993,2.883053653663889,7.9684311150907,52.85179548694926,1.8999435972686096,29.591997545667866,4.356560590946283,90.5801537286518,90.41222414770782,9.419846271348206,3.1633420831333137,0.9426937186941624,39536557.0,CA,3373241000000.0,3598103000000.0,2874731000000.0,2885627000000.0,91007.0,72986.0,85320.0,72711.0
